n;id;age;gender;foreigner;country_orig;orig_in_zone;mpio_orig;resid_in_zone;mpio_resid;resid_in_dept;years_resid;activity;sector;econ_sector;educ;env_home;dwel_type;wages_smmv;opp_city_nat;for_wet_pub;junt_loc_ef;partic_com
2937;299;32;male;FALSE;Colombia;FALSE;Cali;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2938;64;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2939;2726;42;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2940;2749;42;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2941;2025;18;male;FALSE;Colombia;FALSE;Yopal;TRUE;Cajicá;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2942;38;19;male;FALSE;Colombia;FALSE;Leticia;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2943;2576;26;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2944;2929;38;female;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2945;3049;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2946;3143;40;female;FALSE;Colombia;FALSE;Mosquera;FALSE;Mosquera;TRUE;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2947;3138;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2948;2780;53;male;FALSE;Colombia;FALSE;Tunja;TRUE;Bogotá D.C.;TRUE;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2949;3090;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2950;2899;30;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2951;3140;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2952;2193;21;female;FALSE;Colombia;FALSE;Pamplona;FALSE;Pamplona;FALSE;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2953;2670;18;male;FALSE;Colombia;FALSE;Sogamoso;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2954;3502;19;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2955;2210;22;female;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2956;2468;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2957;2782;29;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2958;3077;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2959;2813;40;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2960;2851;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2961;48;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2962;2872;54;male;FALSE;Colombia;FALSE;Tunja;TRUE;Bogotá D.C.;TRUE;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2963;2881;27;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Ubalá;TRUE;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2964;3172;25;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2965;127;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2966;2949;23;female;FALSE;Colombia;FALSE;Cubará;FALSE;Cubará;FALSE;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2967;133;20;male;FALSE;Colombia;FALSE;Medellín;TRUE;Bogotá D.C.;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2968;131;47;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2969;2243;46;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2970;2246;21;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2971;109;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;El Rosal;TRUE;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2972;2249;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2973;2480;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2974;2251;23;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2975;1577;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2976;3091;56;male;FALSE;Colombia;FALSE;Montería;TRUE;Bogotá D.C.;TRUE;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2977;3194;28;female;FALSE;Colombia;FALSE;Sucre;TRUE;Bogotá D.C.;TRUE;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2978;3225;47;male;FALSE;Colombia;FALSE;Florencia;TRUE;Bogotá D.C.;TRUE;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2979;3217;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2980;3216;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2981;2575;36;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2982;3361;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2983;3094;18;male;FALSE;Colombia;FALSE;Tame;FALSE;Pamplona;FALSE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2984;86;28;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2985;3483;30;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2986;55;54;male;FALSE;Colombia;FALSE;Cartagena de Indias;FALSE;Cartagena de Indias;FALSE;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2987;1974;40;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2988;51;32;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2989;3180;35;male;FALSE;Colombia;FALSE;Cartagena de Indias;TRUE;Bogotá D.C.;TRUE;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2990;3199;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2991;2974;52;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2992;68;18;female;FALSE;Colombia;FALSE;Valledupar;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2993;49;43;male;FALSE;Colombia;FALSE;Sogamoso;TRUE;Bogotá D.C.;TRUE;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2994;3335;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2995;3267;29;male;FALSE;Colombia;FALSE;Chiriguaná;TRUE;Bogotá D.C.;TRUE;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2996;3495;19;male;FALSE;Colombia;FALSE;Anapoima;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2997;52;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2998;3353;50;female;FALSE;Colombia;TRUE;Bogotá D.C.;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2999;3304;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3000;3307;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3001;3020;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3002;3526;22;male;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3003;3499;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3004;3506;58;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3005;3060;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3006;3590;57;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3007;2976;27;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3008;3562;41;female;FALSE;Colombia;FALSE;Aguachica;TRUE;Bogotá D.C.;TRUE;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3009;2252;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3010;3597;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3011;3840;27;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Magangué;FALSE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3012;2274;24;female;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3013;3516;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3014;2275;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3015;2282;50;male;FALSE;Colombia;FALSE;Cúcuta;FALSE;Cúcuta;FALSE;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3016;2287;20;female;FALSE;Colombia;FALSE;Sincelejo;FALSE;Sincelejo;FALSE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3017;3589;24;male;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3018;3556;36;female;FALSE;Colombia;FALSE;Cúcuta;FALSE;Floridablanca;FALSE;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3019;3555;30;male;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3020;2315;41;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3021;1437;63;female;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3022;2460;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3023;3490;17;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3024;3265;39;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3025;3642;35;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3026;3075;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Pamplona;FALSE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3027;3767;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;La Calera;TRUE;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3028;3694;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3029;3081;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3030;2983;55;male;FALSE;Colombia;FALSE;Barichara;FALSE;Barichara;FALSE;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3031;3129;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3032;3717;45;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3033;3779;21;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3034;3186;29;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3035;3762;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3036;2184;27;male;FALSE;Colombia;FALSE;Pamplona;FALSE;Pamplona;FALSE;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3037;3846;41;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3038;3924;18;female;FALSE;Colombia;FALSE;Pereira;FALSE;Pereira;FALSE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3039;2347;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3040;2325;26;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3041;3844;18;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3042;3211;43;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3043;3856;23;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3044;2348;35;female;FALSE;Colombia;FALSE;Cúcuta;FALSE;Tunja;FALSE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3045;3937;27;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3046;2350;30;male;FALSE;Colombia;FALSE;Tunja;FALSE;Tunja;FALSE;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3047;3859;22;male;FALSE;Colombia;FALSE;Duitama;FALSE;Duitama;FALSE;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3048;2245;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Soacha;TRUE;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3049;3949;51;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3050;2473;41;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3051;3936;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3052;2255;65;male;FALSE;Colombia;TRUE;Zipaquirá;TRUE;Bogotá D.C.;TRUE;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3053;4051;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3054;4092;20;male;FALSE;Colombia;FALSE;Arauca;TRUE;Bogotá D.C.;TRUE;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3055;2364;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Madrid;TRUE;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3056;3976;20;female;FALSE;Colombia;FALSE;Paz de Ariporo;FALSE;Pamplona;FALSE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3057;4001;26;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3058;3984;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3059;4024;18;male;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060;4043;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3061;2135;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Anapoima;TRUE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3062;4107;23;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3063;1943;27;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3064;2637;32;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3065;3403;45;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3066;4131;48;male;FALSE;Colombia;TRUE;Cota;TRUE;Bogotá D.C.;TRUE;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3067;2719;49;male;FALSE;Colombia;FALSE;Ocaña;TRUE;Bogotá D.C.;TRUE;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3068;2384;18;female;FALSE;Colombia;FALSE;Cúcuta;FALSE;Cúcuta;FALSE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3069;4153;22;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3070;3408;21;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3071;2393;20;female;FALSE;Colombia;FALSE;Montería;FALSE;Montería;FALSE;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3072;2401;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3073;2400;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3074;4186;20;female;FALSE;Colombia;FALSE;Arcabuco;TRUE;Chía;TRUE;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3075;2644;21;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3076;4226;30;female;FALSE;Colombia;FALSE;La Plata;TRUE;Bogotá D.C.;TRUE;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3077;2390;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3078;2592;20;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3079;3500;25;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Tuluá;FALSE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3080;1851;47;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3081;4209;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3082;4121;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3083;2804;45;male;FALSE;Colombia;FALSE;Galeras;TRUE;Bogotá D.C.;TRUE;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3084;2620;26;male;FALSE;Colombia;FALSE;Popayán;TRUE;Bogotá D.C.;TRUE;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3085;4152;20;male;FALSE;Colombia;TRUE;Zipaquirá;TRUE;Bogotá D.C.;TRUE;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3086;2421;32;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3087;2331;39;female;FALSE;Colombia;FALSE;El Colegio;TRUE;Bogotá D.C.;TRUE;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3088;2800;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3089;2810;27;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3090;4475;18;male;FALSE;Colombia;TRUE;Cajicá;TRUE;Cajicá;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3091;2338;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3092;4476;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3093;4307;45;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3094;3492;47;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
